Rainfall_mm,Slope_Angle,Soil_Saturation,Vegetation_Cover,Earthquake_Activity,Proximity_to_Water,Soil_Type_Gravel,Soil_Type_Sand,Soil_Type_Silt,Landslide
137.34364040810323,20.70234102415436,61.47962904552335,63.343125867003984,1.910884507720679,3.7677261437436496,0,0,1,0
333.2428641793715,19.81872794431999,82.48890963699877,20.51477258946496,1.7436849973530255,3.362475357502462,1,0,0,1
258.87794021587774,59.3752748312622,78.41448368111432,83.51551070193334,0.1509810771236041,1.802731429403457,1,0,0,1
213.54388462699245,19.972771990970365,23.85099142243963,60.18046151623174,3.837618054242711,6.092303367509804,0,0,1,0
63.046337750428414,21.31698356771786,23.43245227673265,19.148349520125883,1.260635023668872,4.7924103970608565,0,1,0,0
63.0381369143089,50.56389574507782,34.1356930970422,91.6104251733086,0.6781878573006284,8.663724873623837,0,0,0,0
29.74842813718781,31.9843905470324,42.49672537069335,51.652891700178856,2.119195204191169,0.3694903257964795,0,1,0,0
304.49988956347795,51.60263341731087,46.76100232676343,11.56086066844895,0.4463268358714282,6.456485879173506,0,0,1,1
214.379103992691,8.921969453863115,71.17274951500107,61.41496139735605,1.7738544283330282,7.641341341190032,0,1,0,0
250.74467645065548,34.25427162040306,15.101238894925189,27.78790163115292,0.0607818214703718,7.606891363423654,0,0,0,1
16.99872806057283,7.016816010996958,13.120543380345977,77.33241066895722,2.743332789153242,8.866435972600474,0,0,0,0
339.7693497350781,8.759192207321272,45.27195066495181,78.60398662095716,0.8917751791277235,7.303885741153465,0,1,0,1
293.03049787214337,59.386247200664656,72.74473229241823,93.10526202691956,1.5187602545830838,9.281710113394578,0,0,1,1
82.1952976306139,13.35472226705571,27.40918086608343,50.16825779220533,0.3750743524576666,3.3599331682178697,0,0,1,0
71.82048885041421,36.94524093651303,67.73540331306265,45.94611917549634,1.6954967915531771,5.056933696677853,1,0,0,0
72.3575333501675,29.665736156042392,33.38453241462695,72.81280449018325,2.2191960710196104,0.1900926496647622,0,1,0,0
113.44236260624282,25.84059957553056,89.74774979321647,16.92235907077339,0.9614390122157834,0.1192279936677475,1,0,0,1
188.41718675496085,58.99000074123635,90.61209498399548,54.222396241381176,1.4424301009323004,2.4392598734926225,0,0,1,1
156.86130633831937,6.30940380652937,36.75584838531938,54.162284011776585,0.914108004519939,1.0530316115338982,1,0,0,0
109.01790766733426,44.82738117053535,30.699437856691645,13.05258105293485,3.3677677960710133,2.639103110960748,1,0,0,1
218.02998420560905,62.80366605281303,47.017357485960815,42.61856769562222,1.0333418949821676,1.811580780557554,0,1,0,1
57.42791262169423,38.61009100771052,31.647842666213386,81.79563187104817,2.765925413872499,0.3337742471445499,0,1,0,0
109.32918050197418,61.20934772198551,70.51454589625334,82.05382597951943,2.4243317370977366,9.097576256740192,0,0,1,1
134.56302671985517,8.135472757161427,84.34582160934569,13.93138984277129,0.7927331066192117,0.1318201573194706,0,0,0,1
165.0637946337922,30.12759914444968,70.57829178200953,13.164879447304775,0.3922117497602735,7.374017336153999,0,1,0,1
276.95982687362465,20.60946745772307,84.19154025244146,28.64259293017417,0.7815213592235347,1.563871474849189,1,0,0,1
77.88908593384231,48.84925789884379,45.72929459867267,83.72894562985941,2.624925070260695,9.12668473889602,0,0,1,0
184.839709060628,63.8778254298348,24.06852736379748,16.601232656614904,0.387442278500027,8.933319598919363,0,1,0,1
211.42095341309445,20.39180374665487,76.41558526578329,69.79971223647016,1.1148818072237112,6.55631640637411,0,1,0,1
25.793140324799225,44.25047608844447,42.44270546273985,14.10490576517929,2.460593917710031,6.738729790516021,0,1,0,0
216.56524964648904,16.885857965584407,70.41437427062192,61.08240683730428,0.6542208601826391,0.103124462598401,0,1,0,1
